n_neighbors,n_components,min_dist,metric,min_cluster_size,min_samples,hdbscan_metric,cluster_selection_method,prediction_data,n_topics,silhouette,diversity,coherence_cv,silhouette_norm,diversity_norm,coherence_cv_norm,score_sdc,score_sc
50,3,0.0,cosine,30,10,euclidean,eom,True,240,0.1013,0.6042,0.6176,0.607032967032967,0.5875595404875315,0.48264086511098475,0.5590777908771611,0.5448369160719759
50,3,0.0,cosine,30,20,euclidean,eom,True,203,0.1003,0.5788,0.6511,0.6026373626373626,0.5163911459792659,0.5779738190096756,0.5656674425421014,0.5903055908235191
50,3,0.0,cosine,50,5,euclidean,eom,True,184,0.1006,0.6098,0.6339,0.603956043956044,0.6032502101428973,0.5290267501422881,0.5787443347470764,0.5664913970491661
50,3,0.0,cosine,50,10,euclidean,eom,True,168,0.1091,0.6006,0.6632,0.6413186813186813,0.577472681423368,0.6124075128059192,0.6103996251826561,0.6268630970623003
50,3,0.0,cosine,50,20,euclidean,eom,True,152,0.1013,0.577,0.6789,0.607032967032967,0.511347716447184,0.6570859419464996,0.5918222084755502,0.6320594544897333
50,3,0.0,cosine,75,5,euclidean,eom,True,137,0.1051,0.6036,0.6683,0.6237362637362637,0.585878397310171,0.6269208878770631,0.6121785163078326,0.6253285758066633
50,3,0.0,cosine,75,10,euclidean,eom,True,134,0.1072,0.5985,0.6765,0.632967032967033,0.5715886803026059,0.6502561183836084,0.6182706105510825,0.6416115756753207
50,3,0.0,cosine,75,20,euclidean,eom,True,121,0.1037,0.5876,0.682,0.6175824175824176,0.5410479125805548,0.6659077973819011,0.6081793758482913,0.6417451074821594
50,3,0.0,cosine,100,5,euclidean,eom,True,107,0.1088,0.6056,0.7023,0.64,0.5914822079013731,0.7236767216846899,0.6517196431953544,0.681838360842345
50,3,0.0,cosine,100,10,euclidean,eom,True,108,0.1143,0.6102,0.6927,0.6641758241758242,0.6043709722611376,0.6963574274331246,0.6549680746233622,0.6802666258044744
50,3,0.0,cosine,100,20,euclidean,eom,True,101,0.1106,0.599,0.6901,0.6479120879120879,0.5729896329504063,0.6889584519066592,0.6366200575897177,0.6684352699093735
50,3,0.0,cosine,150,5,euclidean,eom,True,84,0.1082,0.6321,0.709,0.6373626373626374,0.6657326982347997,0.7427433124644279,0.6819462160206218,0.6900529749135327
50,3,0.0,cosine,150,10,euclidean,eom,True,84,0.1135,0.625,0.7136,0.6606593406593406,0.6458391706360326,0.7558338076266363,0.6874441063073364,0.7082465741429884
50,3,0.0,cosine,150,20,euclidean,eom,True,77,0.117,0.6156,0.7164,0.676043956043956,0.6195012608573832,0.7638019351166763,0.6864490506726719,0.7199229455803161
50,3,0.0,cosine,200,5,euclidean,eom,True,68,0.127,0.6382,0.73,0.72,0.6828243205379658,0.8025042686397268,0.7351095297258975,0.7612521343198634
50,3,0.0,cosine,200,10,euclidean,eom,True,62,0.1173,0.6258,0.7202,0.6773626373626374,0.6480806948725134,0.7746158224245873,0.7000197182199127,0.7259892298936124
50,3,0.0,cosine,200,20,euclidean,eom,True,67,0.1203,0.6463,0.7155,0.6905494505494506,0.705519753432334,0.761240751280592,0.7191033184207921,0.7258951009150213
50,5,0.0,cosine,10,5,euclidean,eom,True,638,0.1053,0.6845,0.5234,0.6246153846153846,0.8125525357242926,0.21457029026750132,0.5505794035357262,0.41959283744144293
50,5,0.0,cosine,10,10,euclidean,eom,True,489,0.1186,0.6554,0.5611,0.683076923076923,0.7310170916223032,0.3218554354012522,0.5786498167001595,0.5024661792390877
50,5,0.0,cosine,10,20,euclidean,eom,True,323,0.1265,0.622,0.6008,0.7178021978021978,0.6374334547492295,0.4348321001707456,0.596689250907391,0.5763171489864717
50,5,0.0,cosine,20,5,euclidean,eom,True,374,0.1086,0.6115,0.5924,0.6391208791208791,0.6080134491454191,0.41092771770062614,0.5526873486556414,0.5250242984107526
50,5,0.0,cosine,20,10,euclidean,eom,True,334,0.1194,0.6048,0.6061,0.6865934065934066,0.5892406836648922,0.44991462720546377,0.5752495724879209,0.5682540168994352
50,5,0.0,cosine,20,20,euclidean,eom,True,285,0.1268,0.5902,0.6265,0.7191208791208791,0.5483328663491173,0.5079681274900397,0.5918072909866786,0.6135445033054594
50,5,0.0,cosine,30,5,euclidean,eom,True,271,0.1253,0.597,0.6241,0.7125274725274725,0.5673858223592042,0.5011383039271485,0.5936838662712751,0.6068328882273105
50,5,0.0,cosine,30,10,euclidean,eom,True,250,0.1274,0.5876,0.6382,0.7217582417582418,0.5410479125805548,0.5412635173591348,0.6013565572326439,0.6315108795586883
50,5,0.0,cosine,30,20,euclidean,eom,True,226,0.14,0.5774,0.6564,0.7771428571428571,0.5124684785654245,0.5930563460443938,0.6275558939175585,0.6850996015936255
50,5,0.0,cosine,50,5,euclidean,eom,True,184,0.1305,0.6049,0.6662,0.7353846153846154,0.5895208741944522,0.6209447922595334,0.648616760612867,0.6781647038220744
50,5,0.0,cosine,50,10,euclidean,eom,True,173,0.142,0.6058,0.6651,0.7859340659340659,0.5920425889604932,0.6178144564598749,0.6652637037848114,0.7018742611969704
50,5,0.0,cosine,50,20,euclidean,eom,True,159,0.1437,0.5881,0.6931,0.7934065934065934,0.5424488652283552,0.6974957313602733,0.6777837299984073,0.7454511623834333
50,5,0.0,cosine,75,5,euclidean,eom,True,141,0.1438,0.5901,0.6961,0.7938461538461539,0.5480526758195572,0.7060330108138875,0.6826439468265328,0.7499395823300207
50,5,0.0,cosine,75,10,euclidean,eom,True,130,0.132,0.5885,0.6968,0.741978021978022,0.5435696273465958,0.7080250426863972,0.6645242306703384,0.7250015323322097
50,5,0.0,cosine,75,20,euclidean,eom,True,119,0.1586,0.6126,0.6919,0.8589010989010988,0.6110955449705802,0.6940808195788274,0.7213591544835021,0.7764909592399631
50,5,0.0,cosine,100,5,euclidean,eom,True,114,0.1824,0.636,0.6813,0.9635164835164836,0.6766601288876437,0.663915765509391,0.7680307926378394,0.8137161245129373
50,5,0.0,cosine,100,10,euclidean,eom,True,105,0.174,0.6352,0.6882,0.9265934065934065,0.6744186046511628,0.6835515082527036,0.7615211731657575,0.805072457423055
50,5,0.0,cosine,100,20,euclidean,eom,True,101,0.1693,0.6277,0.6923,0.9059340659340659,0.6534043149341554,0.6952191235059761,0.7515191681247325,0.800576594720021
50,5,0.0,cosine,150,5,euclidean,eom,True,78,0.1614,0.6346,0.7119,0.8712087912087911,0.6727374614738024,0.7509960159362549,0.7649807562062828,0.811102403572523
50,5,0.0,cosine,150,10,euclidean,eom,True,77,0.173,0.6468,0.726,0.9221978021978021,0.7069207060801347,0.7911212293682413,0.8067465792153926,0.8566595157830217
50,5,0.0,cosine,150,20,euclidean,eom,True,77,0.1706,0.6468,0.7122,0.9116483516483517,0.7069207060801347,0.7518497438816165,0.7901396005367008,0.831749047764984
50,5,0.0,cosine,200,5,euclidean,eom,True,65,0.1827,0.6446,0.7163,0.9648351648351648,0.7007565144298122,0.7635173591348892,0.8097030127999555,0.8641762619850271
50,5,0.0,cosine,200,10,euclidean,eom,True,33,-0.0021,0.5091,0.7965,0.15252747252747254,0.3210983468758756,0.991747296528173,0.48845770531050703,0.5721373845278227
50,5,0.0,cosine,200,20,euclidean,eom,True,61,0.1718,0.6541,0.7154,0.916923076923077,0.727374614738022,0.7609561752988049,0.8017512889866346,0.838939626110941
50,10,0.0,cosine,10,5,euclidean,eom,True,632,0.1115,0.6815,0.519,0.6518681318681318,0.8041468198374896,0.20204894706886742,0.5526879662581629,0.4269585394684996
50,10,0.0,cosine,10,10,euclidean,eom,True,496,0.1276,0.6506,0.5611,0.7226373626373626,0.7175679462034182,0.3218554354012522,0.587353581414011,0.5222463990193074
50,10,0.0,cosine,10,20,euclidean,eom,True,318,0.1192,0.6085,0.605,0.6857142857142857,0.599607733258616,0.4467842914058053,0.5773687701262357,0.5662492885600455
50,10,0.0,cosine,20,5,euclidean,eom,True,386,0.1129,0.6181,0.5808,0.658021978021978,0.6265060240963856,0.3779169038133181,0.5541483019772272,0.5179694409176481
50,10,0.0,cosine,20,10,euclidean,eom,True,343,0.1217,0.6055,0.6057,0.6967032967032967,0.591202017371813,0.44877632327831535,0.5788938791178083,0.572739809990806
50,10,0.0,cosine,20,20,euclidean,eom,True,281,0.1096,0.5804,0.624,0.6435164835164835,0.5208741944522276,0.5008537279453614,0.5550814686380242,0.5721851057309224
50,10,0.0,cosine,30,5,euclidean,eom,True,268,0.1194,0.5892,0.6228,0.6865934065934066,0.5455309610535163,0.49743881616391583,0.5765210612702796,0.5920161113786613
50,10,0.0,cosine,30,10,euclidean,eom,True,234,0.1223,0.5782,0.6408,0.6993406593406594,0.5147100028019055,0.5486624928856005,0.5875710516760552,0.6240015761131299
50,10,0.0,cosine,30,20,euclidean,eom,True,209,0.1542,0.5909,0.6367,0.8395604395604396,0.5502942000560381,0.5369948776323279,0.6422831724162685,0.6882776585963837
50,10,0.0,cosine,50,5,euclidean,eom,True,166,0.1208,0.5976,0.6611,0.6927472527472528,0.569066965536565,0.6064314171883893,0.6227485451574024,0.649589334967821
50,10,0.0,cosine,50,10,euclidean,eom,True,158,0.1707,0.6234,0.665,0.9120879120879121,0.6413561221630708,0.6175298804780878,0.7236579715763568,0.764808896283
50,10,0.0,cosine,50,20,euclidean,eom,True,146,0.1599,0.6048,0.6761,0.8646153846153846,0.5892406836648922,0.64911781445646,0.7009912942455788,0.7568665995359223
50,10,0.0,cosine,75,5,euclidean,eom,True,129,0.1237,0.5806,0.6877,0.7054945054945055,0.5214345755113478,0.6821286283437678,0.636352569783207,0.6938115669191367
50,10,0.0,cosine,75,10,euclidean,eom,True,109,0.143,0.6064,0.6869,0.7903296703296703,0.5937237321378539,0.6798520204894706,0.6879684743189983,0.7350908454095704
50,10,0.0,cosine,75,20,euclidean,eom,True,117,0.1488,0.6077,0.6904,0.8158241758241758,0.5973662090221351,0.6898121798520205,0.7010008548994439,0.7528181778380981
50,10,0.0,cosine,100,5,euclidean,eom,True,102,0.1549,0.6196,0.6896,0.8426373626373627,0.6307088820397873,0.6875355719977233,0.7202939388916244,0.765086467317543
50,10,0.0,cosine,100,10,euclidean,eom,True,92,0.151,0.613,0.6922,0.8254945054945054,0.6122163070888205,0.694934547524189,0.710881786702505,0.7602145265093472
50,10,0.0,cosine,100,20,euclidean,eom,True,92,0.1436,0.6109,0.7042,0.792967032967033,0.6063323059680583,0.7290836653386455,0.7094610014245789,0.7610253491528393
50,10,0.0,cosine,150,5,euclidean,eom,True,67,0.1529,0.6657,0.7157,0.8338461538461539,0.7598767161669935,0.7618099032441662,0.7851775910857711,0.79782802854516
50,10,0.0,cosine,150,10,euclidean,eom,True,72,0.1504,0.6417,0.716,0.8228571428571428,0.6926309890725696,0.7626636311895275,0.7593839210397467,0.7927603870233352
50,10,0.0,cosine,150,20,euclidean,eom,True,70,0.1487,0.6714,0.7156,0.8153846153846154,0.7758475763519194,0.7615253272623791,0.7842525063329714,0.7884549713234972
50,10,0.0,cosine,200,5,euclidean,eom,True,60,0.1659,0.675,0.7278,0.890989010989011,0.7859344354160831,0.7962435970404098,0.8243890144818348,0.8436163040147104
50,10,0.0,cosine,200,10,euclidean,eom,True,63,0.1668,0.6619,0.72,0.8949450549450549,0.7492294760437099,0.774046670461013,0.8060737338165928,0.834495862703034
50,10,0.0,cosine,200,20,euclidean,eom,True,60,0.167,0.68,0.7199,0.8958241758241758,0.7999439618940882,0.773762094479226,0.82317674406583,0.8347931351517008
100,3,0.0,cosine,10,5,euclidean,eom,True,747,0.0927,0.7514,0.4517,0.5692307692307692,1.0,0.010529311326124021,0.5265866935189644,0.2898800402784466
100,3,0.0,cosine,10,10,euclidean,eom,True,459,0.1014,0.6887,0.5193,0.6074725274725274,0.8243205379658168,0.20290267501422873,0.5448985801508577,0.4051876012433781
100,3,0.0,cosine,10,20,euclidean,eom,True,274,0.1074,0.6215,0.5942,0.6338461538461538,0.6360325021014291,0.41605008537279436,0.5619762471067925,0.5249481196094741
100,3,0.0,cosine,20,5,euclidean,eom,True,392,0.1087,0.65,0.5383,0.6395604395604396,0.7158868030260579,0.25697211155378485,0.5374731180467608,0.44826627555711224
100,3,0.0,cosine,20,10,euclidean,eom,True,295,0.1141,0.6092,0.595,0.6632967032967032,0.6015690669655365,0.41832669322709154,0.5610641544964438,0.5408116982618973
100,3,0.0,cosine,20,20,euclidean,eom,True,225,0.1118,0.5618,0.6542,0.6531868131868132,0.4687587559540487,0.5867956744450769,0.5695804145286462,0.619991243815945
100,3,0.0,cosine,30,5,euclidean,eom,True,264,0.0958,0.6098,0.5849,0.5828571428571429,0.6032502101428973,0.3895845190665907,0.5252306240222103,0.48622083096186675
100,3,0.0,cosine,30,10,euclidean,eom,True,205,0.1135,0.5849,0.6431,0.6606593406593406,0.533482768282432,0.5552077404667046,0.5831166164694924,0.6079335405630226
100,3,0.0,cosine,30,20,euclidean,eom,True,187,0.1246,0.562,0.6672,0.7094505494505494,0.46931913701316913,0.6237905520774047,0.6008534128470411,0.6666205507639771
100,3,0.0,cosine,50,5,euclidean,eom,True,170,0.1045,0.6012,0.6522,0.621098901098901,0.5791538246007284,0.5811041548093341,0.5937856268363212,0.6011015279541175
100,3,0.0,cosine,50,10,euclidean,eom,True,153,0.1129,0.5778,0.6645,0.658021978021978,0.5135892406836648,0.6161070005691519,0.5959060730915983,0.637064489295565
100,3,0.0,cosine,50,20,euclidean,eom,True,149,0.1195,0.5799,0.6802,0.687032967032967,0.519473241804427,0.6607854297097325,0.6224305461823755,0.6739091983713498
100,3,0.0,cosine,75,5,euclidean,eom,True,131,0.1119,0.5947,0.6835,0.6536263736263735,0.560941440179322,0.670176437108708,0.6282480836381344,0.6619014053675407
100,3,0.0,cosine,75,10,euclidean,eom,True,123,0.1095,0.5748,0.6965,0.643076923076923,0.5051835247968618,0.7071713147410359,0.6184772542049403,0.6751241189089794
100,3,0.0,cosine,75,20,euclidean,eom,True,125,0.1151,0.5912,0.69,0.6676923076923076,0.5511347716447184,0.6886738759248718,0.6358336517539659,0.6781830918085897
100,3,0.0,cosine,100,5,euclidean,eom,True,107,0.1062,0.6084,0.6925,0.6285714285714287,0.599327542729056,0.6957882754695504,0.6412290822566783,0.6621798520204896
100,3,0.0,cosine,100,10,euclidean,eom,True,101,0.1107,0.603,0.7081,0.6483516483516484,0.5841972541328103,0.7401821286283436,0.6575770103709341,0.6942668884899961
100,3,0.0,cosine,100,20,euclidean,eom,True,102,0.1159,0.6078,0.7023,0.6712087912087912,0.5976463995516952,0.7236767216846899,0.6641773041483922,0.6974427564467405
100,3,0.0,cosine,150,5,euclidean,eom,True,84,0.1055,0.6429,0.6982,0.6254945054945054,0.6959932754272907,0.7120091064314173,0.6778322957844045,0.6687518059629614
100,3,0.0,cosine,150,10,euclidean,eom,True,75,0.1174,0.6533,0.7046,0.6778021978021977,0.7251330905015411,0.730221969265794,0.7110524191898443,0.7040120835339958
100,3,0.0,cosine,150,20,euclidean,eom,True,73,0.1011,0.6205,0.7182,0.6061538461538462,0.6332305968058282,0.7689243027888445,0.6694362485828397,0.6875390744713453
100,3,0.0,cosine,200,5,euclidean,eom,True,69,0.1266,0.6522,0.7101,0.7182417582417582,0.72205099467638,0.7458736482640864,0.7287221337274081,0.7320577032529223
100,3,0.0,cosine,200,10,euclidean,eom,True,61,0.1395,0.6607,0.7164,0.774945054945055,0.7458671896889885,0.7638019351166763,0.7615380599169065,0.7693734950308656
100,3,0.0,cosine,200,20,euclidean,eom,True,58,0.1262,0.6414,0.7334,0.7164835164835165,0.691790417483889,0.8121798520204896,0.740151261995965,0.764331684252003
100,5,0.0,cosine,10,5,euclidean,eom,True,548,0.1177,0.6887,0.5242,0.679120879120879,0.8243205379658168,0.2168468981217985,0.5734294384028314,0.44798388862133875
100,5,0.0,cosine,10,10,euclidean,eom,True,387,0.0982,0.6413,0.5755,0.5934065934065934,0.691510226954329,0.3628343767785999,0.5492503990465074,0.47812048509259664
100,5,0.0,cosine,10,20,euclidean,eom,True,282,0.1314,0.6167,0.6104,0.7393406593406593,0.6225833566825443,0.4621513944223109,0.6080251368151716,0.600746026881485
100,5,0.0,cosine,20,5,euclidean,eom,True,312,0.1151,0.6042,0.6064,0.6676923076923076,0.5875595404875315,0.4507683551508254,0.5686734011102216,0.5592303314215665
100,5,0.0,cosine,20,10,euclidean,eom,True,265,0.1037,0.5898,0.6193,0.6175824175824176,0.547212104230877,0.4874786568013658,0.5507577262048867,0.5525305371918917
100,5,0.0,cosine,20,20,euclidean,eom,True,226,0.1136,0.565,0.6462,0.6610989010989011,0.47772485289997185,0.5640295959021059,0.5676177833003263,0.6125642485005035
100,5,0.0,cosine,30,5,euclidean,eom,True,242,0.1428,0.5839,0.6434,0.7894505494505495,0.530680862986831,0.5560614684120659,0.6253976269498155,0.6727560089313077
100,5,0.0,cosine,30,10,euclidean,eom,True,203,0.1243,0.5734,0.6479,0.7081318681318681,0.5012608573830205,0.5688673875924872,0.592753371035792,0.6384996278621777
100,5,0.0,cosine,30,20,euclidean,eom,True,185,0.1234,0.5573,0.6712,0.7041758241758241,0.4561501821238443,0.6351735913488902,0.5984998658828529,0.6696747077623572
100,5,0.0,cosine,50,5,euclidean,eom,True,167,0.1368,0.5826,0.6858,0.7630769230769231,0.5270383861025498,0.6767216846898121,0.6556123312897616,0.7198993038833676
100,5,0.0,cosine,50,10,euclidean,eom,True,140,0.1133,0.5657,0.6969,0.6597802197802198,0.47968618660689266,0.7083096186681843,0.6159253416850989,0.6840449192242021
100,5,0.0,cosine,50,20,euclidean,eom,True,137,0.1239,0.5606,0.7077,0.7063736263736264,0.4653964695993275,0.7390438247011952,0.6369379735580497,0.7227087255374108
100,5,0.0,cosine,75,5,euclidean,eom,True,130,0.1725,0.6177,0.6922,0.9199999999999999,0.6253852619781453,0.694934547524189,0.7467732698341113,0.8074672737620945
100,5,0.0,cosine,75,10,euclidean,eom,True,119,0.1637,0.6008,0.6859,0.8813186813186813,0.5780330624824881,0.6770062606715992,0.7121193348242562,0.7791624709951402
100,5,0.0,cosine,75,20,euclidean,eom,True,104,0.1338,0.5971,0.6947,0.7498901098901098,0.5676660128887643,0.7020489470688673,0.6732016899492471,0.7259695284794886
100,5,0.0,cosine,100,5,euclidean,eom,True,108,0.1478,0.6269,0.703,0.8114285714285714,0.6511627906976745,0.7256687535571996,0.7294200385611486,0.7685486624928854
100,5,0.0,cosine,100,10,euclidean,eom,True,92,0.1516,0.6174,0.6977,0.8281318681318681,0.6245446903894647,0.7105862265224815,0.7210875950146048,0.7693590473271747
100,5,0.0,cosine,100,20,euclidean,eom,True,90,0.1142,0.5867,0.7116,0.6637362637362637,0.5385261978145139,0.7501422879908936,0.6508015831805571,0.7069392758635786
100,5,0.0,cosine,150,5,euclidean,eom,True,68,0.1591,0.6426,0.7388,0.8610989010989011,0.6951527038386102,0.8275469550369949,0.7945995199915021,0.8443229280679481
100,5,0.0,cosine,150,10,euclidean,eom,True,68,0.1605,0.6471,0.7272,0.8672527472527473,0.7077612776688149,0.7945361411496868,0.789850055357083,0.830894444201217
100,5,0.0,cosine,150,20,euclidean,eom,True,66,0.1543,0.6576,0.7252,0.84,0.7371812832726253,0.7888446215139441,0.7886753015955231,0.814422310756972
100,5,0.0,cosine,200,5,euclidean,eom,True,61,0.1392,0.6279,0.7424,0.7736263736263735,0.6539646959932756,0.8377916903813317,0.7551275866669936,0.8057090320038527
100,5,0.0,cosine,200,10,euclidean,eom,True,56,0.1834,0.6607,0.7432,0.9679120879120879,0.7458671896889885,0.8400682982356288,0.8512825252789017,0.9039901930738583
100,5,0.0,cosine,200,20,euclidean,eom,True,55,0.1834,0.6691,0.7402,0.9679120879120879,0.7694031941720372,0.8315310187820147,0.8562821002887132,0.8997215533470513
100,10,0.0,cosine,10,5,euclidean,eom,True,525,0.1168,0.6853,0.5335,0.6751648351648352,0.8147940599607735,0.2433124644280022,0.5777571198512036,0.4592386497964187
100,10,0.0,cosine,10,10,euclidean,eom,True,427,0.1394,0.6438,0.5744,0.7745054945054944,0.6985149901933316,0.35970404097894143,0.6109081752259224,0.567104767742218
100,10,0.0,cosine,10,20,euclidean,eom,True,271,0.1301,0.5952,0.6112,0.7336263736263736,0.5623423928271224,0.46442800227660774,0.5867989229100345,0.5990271879514907
100,10,0.0,cosine,20,5,euclidean,eom,True,317,0.1218,0.6132,0.6006,0.6971428571428572,0.6127766881479406,0.4342629482071714,0.581394164499323,0.5657029026750142
100,10,0.0,cosine,20,10,euclidean,eom,True,296,0.1408,0.5966,0.6215,0.7806593406593406,0.5662650602409639,0.49373932840068313,0.6135545764336626,0.6371993345300119
100,10,0.0,cosine,20,20,euclidean,eom,True,243,0.1356,0.5778,0.6392,0.7578021978021978,0.5135892406836648,0.5441092771770062,0.6051669052209563,0.650955737489602
100,10,0.0,cosine,30,5,euclidean,eom,True,241,0.1311,0.5917,0.6322,0.738021978021978,0.552535724292519,0.5241889584519066,0.6049155535888012,0.6311054682369424
100,10,0.0,cosine,30,10,euclidean,eom,True,221,0.132,0.5824,0.6444,0.741978021978022,0.5264780050434297,0.5589072282299373,0.6091210850837964,0.6504426251039797
100,10,0.0,cosine,30,20,euclidean,eom,True,198,0.1434,0.5692,0.6613,0.7920879120879121,0.4894928551414964,0.6070005691519635,0.629527112127124,0.6995442406199378
100,10,0.0,cosine,50,5,euclidean,eom,True,158,0.1374,0.5905,0.6778,0.7657142857142857,0.5491734379377978,0.6539556061468411,0.656281109932975,0.7098349459305634
100,10,0.0,cosine,50,10,euclidean,eom,True,159,0.1471,0.5855,0.6854,0.8083516483516484,0.5351639114597928,0.6755833807626637,0.6730329801913683,0.741967514557156
100,10,0.0,cosine,50,20,euclidean,eom,True,145,0.138,0.569,0.6998,0.7683516483516484,0.4889324740823759,0.7165623221400114,0.6579488148580119,0.7424569852458298
100,10,0.0,cosine,75,5,euclidean,eom,True,122,0.1658,0.6221,0.686,0.8905494505494506,0.6377136452787896,0.6772908366533866,0.7351846441605422,0.7839201436014186
100,10,0.0,cosine,75,10,euclidean,eom,True,124,0.171,0.6202,0.6893,0.9134065934065935,0.6323900252171476,0.686681844052362,0.7441594875587011,0.8000442187294777
100,10,0.0,cosine,75,20,euclidean,eom,True,116,0.1517,0.5948,0.6963,0.8285714285714285,0.5612216307088821,0.7066021627774617,0.6987984073525908,0.7675867956744451
100,10,0.0,cosine,100,5,euclidean,eom,True,99,0.1693,0.6263,0.7002,0.9059340659340659,0.6494816475203138,0.71770062606716,0.7577054465071799,0.811817346000613
100,10,0.0,cosine,100,10,euclidean,eom,True,95,0.1658,0.6253,0.6993,0.8905494505494506,0.6466797422247128,0.7151394422310758,0.7507895450017464,0.8028444463902632
100,10,0.0,cosine,100,20,euclidean,eom,True,89,0.1453,0.5978,0.711,0.8004395604395604,0.5696273465956851,0.7484348321001706,0.7061672463784721,0.7744371962698655
100,10,0.0,cosine,150,5,euclidean,eom,True,70,0.1659,0.6786,0.7148,0.890989010989011,0.7960212944802466,0.7592487194080819,0.8154196749591133,0.8251188651985464
100,10,0.0,cosine,150,10,euclidean,eom,True,67,0.1739,0.6687,0.7253,0.9261538461538461,0.7682824320537965,0.7891291974957312,0.8278551585677913,0.8576415218247886
100,10,0.0,cosine,150,20,euclidean,eom,True,67,0.1595,0.6672,0.72,0.8628571428571429,0.7640795741103952,0.774046670461013,0.8003277958095171,0.818451906659078
100,10,0.0,cosine,200,5,euclidean,eom,True,61,0.1907,0.6738,0.7203,1.0,0.7825721490613616,0.7749003984063746,0.8524908491559121,0.8874501992031874
100,10,0.0,cosine,200,10,euclidean,eom,True,58,0.1868,0.6655,0.725,0.9828571428571428,0.7593163351078733,0.7882754695503699,0.8434829825051287,0.8855663062037563
100,10,0.0,cosine,200,20,euclidean,eom,True,57,0.1863,0.6737,0.7249,0.9806593406593406,0.7822919585318017,0.7879908935685828,0.8503140642532417,0.8843251171139617
